Ward_ID,Total_Population,Area_Sqm_Km,Population_Density_Per_SqKm,CCTV_Count,CCTV_Density_Per_SqKm,Streetlight_Count,Streetlight_Density_Per_SqKm,Bus_Stop_Count,Bus_Stop_Density,POI_Count,POI_Density,Traffic Volume,Pedestrian and Cyclist Count,Metro_Prox_Count,Safety_Score_V2,Norm_Total_Population,Norm_Area_Sqm_Km,Norm_Population_Density_Per_SqKm,Norm_CCTV_Count,Norm_CCTV_Density_Per_SqKm,Norm_Streetlight_Count,Norm_Streetlight_Density_Per_SqKm,Norm_Bus_Stop_Count,Norm_Bus_Stop_Density,Norm_POI_Count,Norm_POI_Density,Norm_Traffic Volume,Norm_Pedestrian and Cyclist Count,Norm_Metro_Prox_Count,Norm_Safety_Score_V2
70,61479.0,0.5836250959046974,105339.88416776231,0.0,0.0,2210.0,3786.6774672775214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.568902570887026,0.008863853212083437,0.8124991723778683,0.0,0.0,0.3249044398706263,0.4003571812521521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5246018540527693
191,71004.0,0.7439718540970088,95439.09438103763,0.0,0.0,3075.0,4133.220878002518,1.0,1.3441368708951278,0.0,0.0,0.0,0.0,0.0,0.2288,0.6900688198852578,0.013783639824239552,0.7354792418126592,0.0,0.0,0.4520729197294913,0.4369964631287562,0.041666666666666664,0.06174195463024163,0.0,0.0,0.0,0.0,0.0,0.5407653910149751
168,28353.0,0.451611861766732,62781.78763746684,3.0,6.642872461905284,1970.0,4362.152916651136,6.0,13.285744923810569,0.0,0.0,0.0,0.0,0.0,0.3005,0.1475111625599471,0.004813400622574618,0.481432488773916,0.018072289156626505,0.10720129369662688,0.2896206997941782,0.46120095017147383,0.25,0.610271080331726,0.0,0.0,0.0,0.0,0.0,0.7111956263370572
144,34879.0,0.3587769657056059,97216.3860391749,0.0,0.0,1225.0,3414.3775021643182,1.0,2.7872469405423006,0.0,0.0,0.0,0.0,0.0,0.2218,0.23052753431453613,0.0019650244911740868,0.7493050964214907,0.0,0.0,0.1800940899735372,0.3609947148416817,0.041666666666666664,0.12803017153427176,0.0,0.0,0.0,0.0,0.0,0.524126455906822
149,54625.0,0.6983128712376393,78224.24911513746,0.0,0.0,2952.0,4227.331503668389,4.0,5.728091468385351,0.0,0.0,0.0,0.0,0.0,0.2414,0.48171375507244535,0.012382723116420743,0.601562027566959,0.0,0.0,0.43399000294031165,0.4469465751050354,0.16666666666666666,0.2631157371074869,0.0,0.0,0.0,0.0,0.0,0.5707154742096506
74,43844.0,0.8451850729910587,51875.02879675661,22.0,26.02980187776309,1174.0,1389.044882022449,1.0,1.1831728126255954,0.0,0.0,0.0,0.0,0.0,0.1884,0.34457009833229446,0.016889081087298707,0.3965869535491066,0.13253012048192772,0.4200635270307072,0.17259629520729197,0.14686069738045604,0.041666666666666664,0.054348187077270134,0.0,0.0,0.0,0.0,0.0,0.4447349655336345
132,41487.0,1.1515446659252853,36027.260798142386,30.0,26.051963842752468,2327.0,2020.763995402833,4.0,3.473595179033662,0.0,0.0,0.0,0.0,0.0,0.2024,0.31458701708412307,0.026288858424959132,0.2733044662768867,0.18072289156626506,0.4204211722107622,0.34210526315789475,0.2136509866938774,0.16666666666666666,0.15955708127022694,0.0,0.0,0.0,0.0,0.0,0.47801283574994063
150,80180.0,1.253676910968038,63955.87196232903,1.0,0.7976536787519211,4984.0,3975.505934899574,24.0,19.143688290046104,0.0,0.0,0.0,0.0,0.0,0.3131,0.8067954866367302,0.029422497405225557,0.49056589076774837,0.006024096385542169,0.01287236911056908,0.7327256689209056,0.42032160486377834,1.0,0.8793514704141571,0.0,0.0,0.0,0.0,0.0,0.7411457095317329
83,43942.0,0.7767184916296844,56573.907372544185,0.0,0.0,3377.0,4347.778553481446,9.0,11.58720964801096,0.0,0.0,0.0,0.0,0.0,0.2597,0.34581674320387734,0.01478837774811553,0.4331403305460372,0.0,0.0,0.49647162599235517,0.4596811799849072,0.375,0.5322500913929687,0.0,0.0,0.0,0.0,0.0,0.6142144045638221
25,95368.0,1.2350975527655368,77214.95341518507,0.0,0.0,4004.0,3241.849189187159,9.0,7.2868738018692385,0.0,0.0,0.0,0.0,0.0,0.225,1.0,0.02885244236465224,0.5937105443616164,0.0,0.0,0.5886503969420759,0.3427536711651033,0.375,0.33471727575755894,0.0,0.0,0.0,0.0,0.0,0.5317328262419777
160,56897.0,1.4479781325407104,39294.101700393134,10.0,6.906181644092506,5870.0,4053.928625082301,18.0,12.43112695936651,0.0,0.0,0.0,0.0,0.0,0.2599,0.5106155627075091,0.03538408066013821,0.2987177782326973,0.060240963855421686,0.11145052249554543,0.8629814760364599,0.42861306550680495,0.75,0.5710148224837025,0.0,0.0,0.0,0.0,0.0,0.6146898027097695
194,51911.0,0.9978784701034406,52021.36488085456,0.0,0.0,3978.0,3986.457388531129,3.0,3.0063781210641998,0.0,0.0,0.0,0.0,0.0,0.1857,0.4471893246492221,0.02157404596808015,0.39772532687883033,0.0,0.0,0.5848279917671273,0.42147947826187765,0.125,0.1380958037617728,0.0,0.0,0.0,0.0,0.0,0.43831709056334683
54,50191.0,0.928253062371402,54070.3845046063,1.0,1.077292432998073,3478.0,3746.823081967299,2.0,2.1545848659961466,0.0,0.0,0.0,0.0,0.0,0.1794,0.42530943506633934,0.01943778732033645,0.4136649996269291,0.006024096385542169,0.01738512114589907,0.5113201999411938,0.3961434636854406,0.08333333333333333,0.09896929689515113,0.0,0.0,0.0,0.0,0.0,0.4233420489660091
57,58815.0,0.8155709647461572,72115.12246307825,6.0,7.356809228572124,1639.0,2009.6350542716184,6.0,7.356809228572124,0.0,0.0,0.0,0.0,0.0,0.2107,0.5350141837656308,0.01598045596187229,0.5540380905183648,0.03614457831325301,0.1187226566978248,0.24095854160541016,0.21247434792806838,0.25,0.33792970898220565,0.0,0.0,0.0,0.0,0.0,0.4977418588067507
